"Year","Month","Temp","mes_numerico","theta","r"
2014,"Nov",0.67,11,5.23598775598299,1.59
2014,"Dec",0.79,12,5.75958653158129,1.71
2015,"Jan",0.87,1,0,1.79
2015,"Feb",0.91,2,0.523598775598299,1.83
2015,"Mar",0.96,3,1.0471975511966,1.88
2015,"Apr",0.75,4,1.5707963267949,1.67
2015,"May",0.8,5,2.0943951023932,1.72
2015,"Jun",0.81,6,2.61799387799149,1.73
2015,"Jul",0.73,7,3.14159265358979,1.65
2015,"Aug",0.8,8,3.66519142918809,1.72
2015,"Sep",0.84,9,4.18879020478639,1.76
2015,"Oct",1.08,10,4.71238898038469,2
2015,"Nov",1.06,11,5.23598775598299,1.98
2015,"Dec",1.17,12,5.75958653158129,2.09
2016,"Jan",1.18,1,0,2.1
2016,"Feb",1.37,2,0.523598775598299,2.29
2016,"Mar",1.35,3,1.0471975511966,2.27
2016,"Apr",1.09,4,1.5707963267949,2.01
2016,"May",0.96,5,2.0943951023932,1.88
2016,"Jun",0.81,6,2.61799387799149,1.73
2016,"Jul",0.85,7,3.14159265358979,1.77
2016,"Aug",1.02,8,3.66519142918809,1.94
2016,"Sep",0.9,9,4.18879020478639,1.82
2016,"Oct",0.87,10,4.71238898038469,1.79
2016,"Nov",0.91,11,5.23598775598299,1.83
2016,"Dec",0.86,12,5.75958653158129,1.78
2017,"Jan",1.02,1,0,1.94
2017,"Feb",1.14,2,0.523598775598299,2.06
2017,"Mar",1.17,3,1.0471975511966,2.09
2017,"Apr",0.94,4,1.5707963267949,1.86
2017,"May",0.91,5,2.0943951023932,1.83
2017,"Jun",0.71,6,2.61799387799149,1.63
2017,"Jul",0.82,7,3.14159265358979,1.74
2017,"Aug",0.88,8,3.66519142918809,1.8
2017,"Sep",0.74,9,4.18879020478639,1.66
2017,"Oct",0.89,10,4.71238898038469,1.81
2017,"Nov",0.87,11,5.23598775598299,1.79
2017,"Dec",0.93,12,5.75958653158129,1.85
2018,"Jan",0.82,1,0,1.74
2018,"Feb",0.85,2,0.523598775598299,1.77
2018,"Mar",0.88,3,1.0471975511966,1.8
2018,"Apr",0.89,4,1.5707963267949,1.81
2018,"May",0.81,5,2.0943951023932,1.73
2018,"Jun",0.77,6,2.61799387799149,1.69
2018,"Jul",0.84,7,3.14159265358979,1.76
2018,"Aug",0.78,8,3.66519142918809,1.7
2018,"Sep",0.8,9,4.18879020478639,1.72
2018,"Oct",1.02,10,4.71238898038469,1.94
2018,"Nov",0.83,11,5.23598775598299,1.75
2018,"Dec",0.93,12,5.75958653158129,1.85
2019,"Jan",0.93,1,0,1.85
2019,"Feb",0.96,2,0.523598775598299,1.88
2019,"Mar",1.17,3,1.0471975511966,2.09
2019,"Apr",1.01,4,1.5707963267949,1.93
2019,"May",0.86,5,2.0943951023932,1.78
2019,"Jun",0.9,6,2.61799387799149,1.82
2019,"Jul",0.94,7,3.14159265358979,1.86
2019,"Aug",0.95,8,3.66519142918809,1.87
2019,"Sep",0.93,9,4.18879020478639,1.85
2019,"Oct",1,10,4.71238898038469,1.92
2019,"Nov",0.99,11,5.23598775598299,1.91
2019,"Dec",1.12,12,5.75958653158129,2.04
2020,"Jan",1.18,1,0,2.1
2020,"Feb",1.24,2,0.523598775598299,2.16
2020,"Mar",1.18,3,1.0471975511966,2.1
2020,"Apr",1.12,4,1.5707963267949,2.04
2020,"May",0.99,5,2.0943951023932,1.91
2020,"Jun",0.91,6,2.61799387799149,1.83
2020,"Jul",0.89,7,3.14159265358979,1.81
2020,"Aug",0.86,8,3.66519142918809,1.78
2020,"Sep",0.97,9,4.18879020478639,1.89
2020,"Oct",0.87,10,4.71238898038469,1.79
2020,"Nov",1.09,11,5.23598775598299,2.01
2020,"Dec",0.8,12,5.75958653158129,1.72
2021,"Jan",0.81,1,0,1.73
2021,"Feb",0.64,2,0.523598775598299,1.56
2021,"Mar",0.89,3,1.0471975511966,1.81
2021,"Apr",0.76,4,1.5707963267949,1.68
2021,"May",0.79,5,2.0943951023932,1.71
2021,"Jun",0.85,6,2.61799387799149,1.77
2021,"Jul",0.92,7,3.14159265358979,1.84
2021,"Aug",0.81,8,3.66519142918809,1.73
2021,"Sep",0.93,9,4.18879020478639,1.85
2021,"Oct",0.99,10,4.71238898038469,1.91
2021,"Nov",0.93,11,5.23598775598299,1.85
2021,"Dec",0.87,12,5.75958653158129,1.79
2022,"Jan",0.91,1,0,1.83
2022,"Feb",0.89,2,0.523598775598299,1.81
2022,"Mar",1.05,3,1.0471975511966,1.97
2022,"Apr",0.84,4,1.5707963267949,1.76
2022,"May",0.84,5,2.0943951023932,1.76
2022,"Jun",0.92,6,2.61799387799149,1.84
2022,"Jul",0.94,7,3.14159265358979,1.86
2022,"Aug",0.95,8,3.66519142918809,1.87
2022,"Sep",0.89,9,4.18879020478639,1.81
2022,"Oct",0.97,10,4.71238898038469,1.89
2022,"Nov",0.73,11,5.23598775598299,1.65
2022,"Dec",0.8,12,5.75958653158129,1.72
2023,"Jan",0.88,1,0,1.8
2023,"Feb",0.97,2,0.523598775598299,1.89
2023,"Mar",1.23,3,1.0471975511966,2.15
2023,"Apr",0.99,4,1.5707963267949,1.91
2023,"May",0.94,5,2.0943951023932,1.86
2023,"Jun",1.09,6,2.61799387799149,2.01
2023,"Jul",1.2,7,3.14159265358979,2.12
2023,"Aug",1.19,8,3.66519142918809,2.11
2023,"Sep",1.48,9,4.18879020478639,2.4
2023,"Oct",1.34,10,4.71238898038469,2.26
2023,"Nov",1.4,11,5.23598775598299,2.32
2023,"Dec",1.37,12,5.75958653158129,2.29
2024,"Jan",1.25,1,0,2.17
2024,"Feb",1.44,2,0.523598775598299,2.36
2024,"Mar",1.39,3,1.0471975511966,2.31
2024,"Apr",1.31,4,1.5707963267949,2.23
2024,"May",1.15,5,2.0943951023932,2.07
2024,"Jun",1.2,6,2.61799387799149,2.12
2024,"Jul",1.2,7,3.14159265358979,2.12
2024,"Aug",1.29,8,3.66519142918809,2.21
2024,"Sep",1.24,9,4.18879020478639,2.16
2024,"Oct",1.33,10,4.71238898038469,2.25
2024,"Nov",1.3,11,5.23598775598299,2.22
2024,"Dec",1.27,12,5.75958653158129,2.19
2025,"Jan",1.38,1,0,2.3
2025,"Feb",1.26,2,0.523598775598299,2.18
2025,"Mar",1.36,3,1.0471975511966,2.28
2025,"Apr",1.23,4,1.5707963267949,2.15
2025,"May",1.08,5,2.0943951023932,2
2025,"Jun",1.05,6,2.61799387799149,1.97
2025,"Jul",1.02,7,3.14159265358979,1.94
2025,"Aug",1.16,8,3.66519142918809,2.08
2025,"Sep",1.25,9,4.18879020478639,2.17
2025,"Oct",1.19,10,4.71238898038469,2.11
2025,"Nov",1.21,11,5.23598775598299,2.13
2025,"Dec",1.05,12,5.75958653158129,1.97
